layer7,"[('平', 1.26), ('unes', 0.9), ('witz', 0.7), ('▁Background', 0.56), ('▁delta', 0.52), ('▁probabil', 0.48), ('▁answer', 0.48), ('▁directive', 0.48), ('▁teles', 0.44), ('▁number', 0.4)]","[('1', 62.21), ('2', 7.48), ('4', 2.04), ('3', 1.84), ('<0x0A>', 1.59), ('6', 0.84), ('0', 0.72), ('8', 0.68), ('9', 0.66), ('▁', 0.64)]","[('nitz', 37.39), ('berts', 2.96), ('▁références', 1.25), ('<0x99>', 0.54), ('onas', 0.53), ('anus', 0.44), ('▁Err', 0.39), ('▁Hr', 0.28), ('▁Städ', 0.28), ('fen', 0.27)]","[('1', 61.39), ('2', 7.42), ('4', 4.61), ('3', 3.56), ('9', 2.09), ('6', 1.93), ('5', 1.55), ('8', 1.4), ('0', 1.2), ('<0x0A>', 1.08)]"
layer8,"[('▁hands', 1.76), ('▁Mitchell', 1.46), ('▁ris', 0.68), ('cul', 0.57), ('▁Zag', 0.57), ('▁Duke', 0.54), ('culo', 0.53), ('PG', 0.5), ('示', 0.39), ('anze', 0.38)]","[('1', 61.49), ('2', 4.77), ('3', 3.71), ('4', 3.28), ('8', 1.31), ('5', 1.26), ('9', 1.25), ('<0x0A>', 1.11), ('6', 1.08), ('0', 0.97)]","[('pit', 3.07), ('▁rid', 1.58), ('eten', 1.12), ('ListItem', 0.75), ('њи', 0.73), ('igny', 0.67), ('стом', 0.66), ('▁tier', 0.64), ('▁dess', 0.59), ('inf', 0.55)]","[('1', 69.77), ('2', 15.18), ('3', 3.83), ('4', 3.05), ('0', 1.57), ('9', 1.05), ('6', 0.87), ('5', 0.82), ('7', 0.71), ('8', 0.31)]"
layer9,"[('▁due', 7.08), ('due', 3.3), ('▁Aqu', 1.28), ('▁Ge', 0.94), ('▁Brit', 0.75), ('jna', 0.59), ('wan', 0.56), ('rita', 0.49), ('▁Due', 0.45), ('▁pau', 0.42)]","[('1', 70.26), ('2', 12.79), ('3', 3.72), ('4', 2.68), ('0', 1.25), ('▁(', 0.55), ('7', 0.48), ('9', 0.4), ('6', 0.36), ('<0x0A>', 0.34)]","[('AME', 1.18), ('otte', 0.95), ('гани', 0.8), ('bra', 0.71), ('▁UITableView', 0.43), ('▁ehemaligen', 0.41), ('▁ingår', 0.39), ('łu', 0.39), ('azi', 0.31), ('kim', 0.3)]","[('1', 60.92), ('2', 10.3), ('3', 4.89), ('4', 3.77), ('0', 3.22), ('9', 0.56), ('6', 0.51), ('A', 0.51), ('5', 0.44), ('b', 0.39)]"
layer10,"[('frika', 2.56), ('▁middle', 1.1), ('ari', 0.79), ('inas', 0.75), ('▁quadr', 0.6), ('▁iz', 0.57), ('▁Ge', 0.55), ('▁governor', 0.44), ('из', 0.44), ('▁Ped', 0.43)]","[('1', 50.56), ('2', 9.67), ('3', 5.22), ('0', 4.95), ('4', 4.31), ('b', 0.7), ('▁', 0.66), ('9', 0.54), ('▁(', 0.44), ('6', 0.36)]","[('▁pes', 2.0), ('apes', 1.54), ('gs', 0.95), ('bio', 0.85), ('TAC', 0.76), ('isches', 0.74), ('ec', 0.51), ('▁Ä', 0.51), ('ë', 0.48), ('▁stable', 0.46)]","[('1', 61.61), ('3', 15.47), ('2', 10.92), ('4', 3.63), ('0', 3.23), ('5', 0.5), ('6', 0.29), ('9', 0.2), ('▁', 0.19), ('▁(', 0.15)]"
layer11,"[('ois', 1.08), ('▁Rh', 0.92), ('▁interview', 0.53), ('▁sche', 0.51), ('athed', 0.39), ('▁Wor', 0.36), ('▁Pos', 0.36), ('kord', 0.34), ('➖', 0.33), ('veg', 0.32)]","[('1', 61.1), ('3', 16.04), ('2', 9.55), ('0', 3.52), ('4', 2.89), ('5', 0.55), ('6', 0.34), ('▁(', 0.32), ('▁', 0.21), ('9', 0.19)]","[('undle', 2.88), ('▁Flor', 1.47), ('ven', 1.34), ('否', 1.2), ('▁Bureau', 1.02), ('tml', 0.75), ('hes', 0.51), ('▁ast', 0.48), ('▁Herzog', 0.39), ('▁Fra', 0.38)]","[('1', 60.48), ('2', 19.31), ('3', 7.26), ('0', 3.22), ('4', 2.2), ('▁(', 1.24), ('5', 0.49), ('▁', 0.42), ('6', 0.26), ('b', 0.23)]"
layer12,"[('alle', 2.22), ('▁gepubliceerd', 1.72), ('▁three', 1.48), ('psum', 0.86), ('▁Hier', 0.84), ('мо', 0.82), ('three', 0.75), ('AXI', 0.69), ('holm', 0.56), ('ipes', 0.52)]","[('1', 58.07), ('2', 13.56), ('3', 13.32), ('0', 3.84), ('4', 3.68), ('▁(', 0.81), ('5', 0.67), ('6', 0.25), ('I', 0.23), ('▁', 0.21)]","[('ғ', 1.17), ('怪', 1.09), ('orp', 0.89), ('endor', 0.84), ('ivos', 0.8), ('apt', 0.68), ('éri', 0.53), ('writ', 0.53), ('▁Prin', 0.51), ('ogy', 0.43)]","[('1', 43.2), ('3', 18.75), ('2', 14.54), ('0', 3.44), ('4', 3.24), ('b', 1.24), ('▁(', 0.92), ('5', 0.72), ('6', 0.39), ('B', 0.32)]"
layer13,"[('neur', 1.63), ('endi', 1.3), ('oda', 0.71), ('▁Bildern', 0.55), ('▁entr', 0.51), ('vos', 0.45), ('▁spot', 0.45), ('▁Schl', 0.44), ('▁easy', 0.42), ('stru', 0.41)]","[('1', 42.23), ('2', 15.03), ('3', 12.37), ('0', 3.57), ('4', 2.84), ('b', 1.63), ('▁(', 1.5), ('5', 0.9), ('▁', 0.66), ('6', 0.43)]","[('▁dy', 1.29), ('▁or', 1.07), ('CollectionView', 0.96), ('aglia', 0.9), ('ülés', 0.73), ('瀬', 0.57), ('nim', 0.52), ('▁dia', 0.5), ('▁den', 0.48), ('rok', 0.43)]","[('1', 51.17), ('2', 16.6), ('3', 7.42), ('0', 4.27), ('4', 2.67), ('b', 1.34), ('5', 0.64), ('▁(', 0.56), ('7', 0.52), ('e', 0.47)]"
layer14,"[('ício', 1.05), ('acent', 0.95), ('cius', 0.7), ('agnet', 0.68), ('bst', 0.59), ('▁esterni', 0.56), ('chter', 0.5), ('luss', 0.45), ('ALSE', 0.44), ('rant', 0.44)]","[('1', 43.88), ('2', 11.43), ('3', 8.03), ('0', 4.58), ('4', 2.93), ('b', 2.56), ('▁(', 1.3), ('e', 1.18), ('<0x0A>', 0.86), ('B', 0.84)]","[('▁if', 3.93), ('ipping', 2.89), ('leid', 2.74), ('▁fil', 0.86), ('▁fac', 0.86), ('irm', 0.7), ('bia', 0.59), ('▁encore', 0.47), ('▁capital', 0.45), ('ós', 0.44)]","[('1', 60.11), ('2', 11.71), ('3', 4.54), ('4', 4.36), ('0', 1.8), ('<0x0A>', 1.74), ('b', 1.21), ('▁(', 1.08), ('A', 0.9), ('5', 0.71)]"
layer15,"[('▁Bat', 1.54), ('ответ', 1.46), ('scheid', 1.04), ('▁einmal', 0.99), ('psum', 0.79), ('ī', 0.57), ('igan', 0.56), ('inho', 0.56), ('rt', 0.49), ('fw', 0.48)]","[('1', 40.15), ('2', 13.88), ('3', 4.73), ('0', 4.38), ('4', 3.89), ('b', 2.63), ('<0x0A>', 2.61), ('▁_', 1.62), ('5', 1.35), ('▁H', 0.97)]","[('mont', 1.94), ('etra', 1.45), ('nick', 1.29), ('ów', 1.05), ('wall', 0.53), ('nez', 0.46), ('▁hors', 0.42), ('▁Rick', 0.41), ('Mont', 0.4), ('▁pon', 0.37)]","[('1', 31.75), ('2', 10.22), ('b', 7.91), ('3', 7.69), ('4', 4.37), ('0', 3.68), ('▁H', 1.95), ('<0x0A>', 1.87), ('▁_', 1.32), ('5', 1.09)]"
layer16,"[('▁none', 4.01), ('▁None', 1.35), ('▁hands', 1.18), ('▁Ont', 0.85), ('▁correct', 0.68), ('adr', 0.57), ('BL', 0.36), ('➖', 0.34), ('vä', 0.33), ('▁Bl', 0.32)]","[('1', 33.65), ('2', 10.05), ('3', 5.38), ('4', 3.86), ('<0x0A>', 3.63), ('0', 3.5), ('b', 3.47), ('▁H', 2.32), ('5', 1.66), ('▁""', 1.51)]","[('otal', 3.66), ('uni', 1.18), ('gresql', 1.13), ('▁nac', 1.11), ('▁pu', 0.95), ('erb', 0.9), ('helm', 0.75), ('Inflater', 0.66), ('cies', 0.52), ('▁Schwe', 0.5)]","[('1', 20.78), ('2', 9.61), ('3', 7.28), ('4', 3.87), ('b', 3.47), ('0', 3.22), ('<0x0A>', 2.99), ('▁_', 2.91), ('▁H', 2.1), ('▁D', 1.41)]"
layer17,"[('ze', 1.56), ('D', 1.31), ('<0xA6>', 0.95), ('athon', 0.92), ('itul', 0.68), ('zte', 0.66), ('unker', 0.64), ('unde', 0.5), ('ड', 0.42), ('▁fün', 0.39)]","[('b', 11.03), ('4', 9.87), ('1', 8.75), ('▁D', 5.41), ('2', 5.28), ('3', 4.36), ('B', 3.56), ('A', 2.6), ('▁_', 1.93), ('5', 1.74)]","[('stelling', 0.79), ('▁Cat', 0.68), ('mut', 0.66), ('elli', 0.62), ('▁examples', 0.59), ('▁Gemeinsame', 0.56), ('yt', 0.5), ('prob', 0.48), ('名', 0.46), ('rå', 0.36)]","[('b', 14.94), ('4', 11.85), ('1', 7.42), ('▁D', 6.76), ('2', 3.77), ('3', 3.6), ('▁_', 2.35), ('B', 2.1), ('<0x0A>', 1.63), ('A', 1.61)]"
layer18,"[('▁#', 10.41), ('▁alphabet', 5.63), ('▁letter', 3.23), ('▁none', 1.76), ('▁None', 0.71), ('▁№', 0.68), ('<0xBB>', 0.53), ('▁letters', 0.51), ('▁option', 0.46), ('Option', 0.44)]","[('b', 14.35), ('▁D', 10.98), ('4', 3.06), ('B', 2.49), ('▁A', 2.32), ('A', 2.24), ('▁B', 2.15), ('1', 1.91), ('2', 1.9), ('D', 1.67)]","[('▁ring', 1.57), ('▁Nar', 1.21), ('▁Alc', 0.84), ('icina', 0.77), ('▁rid', 0.57), ('▁fam', 0.57), ('▁vict', 0.56), ('avy', 0.48), ('▁aff', 0.45), ('▁Ast', 0.44)]","[('b', 18.38), ('▁D', 10.62), ('A', 2.95), ('B', 2.9), ('▁A', 2.07), ('2', 1.45), ('4', 1.34), ('▁_', 1.26), ('d', 1.15), ('c', 1.11)]"
layer19,"[('د', 2.89), ('D', 0.99), ('<0x84>', 0.92), ('▁dust', 0.91), ('endes', 0.56), ('oir', 0.55), ('▁London', 0.55), ('▁Lith', 0.54), ('▁nested', 0.46), ('{', 0.35)]","[('▁D', 24.85), ('b', 15.86), ('D', 3.96), ('B', 3.4), ('A', 3.0), ('4', 2.81), ('2', 1.98), ('d', 1.58), ('▁_', 1.34), ('1', 1.29)]","[('cca', 1.17), ('▁државе', 1.08), ('͡', 1.07), ('▁extract', 0.88), ('▁савез', 0.6), ('▁fruit', 0.49), ('▁extracted', 0.44), ('CT', 0.43), ('cas', 0.41), ('▁sar', 0.39)]","[('b', 34.35), ('▁D', 8.12), ('4', 7.98), ('D', 4.92), ('A', 3.37), ('B', 2.97), ('2', 2.71), ('5', 2.08), ('1', 1.83), ('3', 1.65)]"
layer20,"[('▁D', 99.88), ('D', 0.12), ('▁Д', 0.0), ('▁d', 0.0), ('Д', 0.0), ('d', 0.0), ('▁DE', 0.0), ('DE', 0.0), ('DS', 0.0), ('DF', 0.0)]","[('▁D', 84.69), ('D', 14.52), ('b', 0.32), ('d', 0.13), ('A', 0.03), ('4', 0.03), ('B', 0.03), ('2', 0.01), ('1', 0.01), ('▁Д', 0.01)]","[('ikal', 1.31), ('▁diss', 0.92), ('elve', 0.85), ('£', 0.61), ('▁loan', 0.52), ('agh', 0.51), ('▁spirit', 0.51), ('<', 0.46), ('▁cz', 0.42), ('▁powiecie', 0.4)]","[('▁D', 86.03), ('D', 12.86), ('b', 0.52), ('d', 0.09), ('A', 0.05), ('4', 0.05), ('B', 0.04), ('2', 0.03), ('3', 0.02), ('1', 0.02)]"
layer21,"[('▁D', 95.0), ('▁C', 5.0), ('D', 0.0), ('C', 0.0), ('▁b', 0.0), ('▁Д', 0.0), ('CD', 0.0), ('▁Deep', 0.0), ('▁CD', 0.0), ('▁Ц', 0.0)]","[('▁D', 96.97), ('D', 2.96), ('b', 0.05), ('▁C', 0.0), ('4', 0.0), ('d', 0.0), ('C', 0.0), ('A', 0.0), ('B', 0.0), ('2', 0.0)]","[('1', 7.94), ('▁A', 5.29), ('2', 2.4), ('ict', 1.51), ('3', 0.64), ('▁(', 0.61), ('nof', 0.59), ('▁riv', 0.58), ('▁c', 0.57), ('irt', 0.51)]","[('▁D', 96.39), ('D', 3.38), ('b', 0.06), ('1', 0.04), ('2', 0.03), ('4', 0.03), ('▁C', 0.01), ('A', 0.01), ('3', 0.01), ('▁A', 0.01)]"
layer22,"[('▁externes', 12.5), ('arta', 1.74), ('房', 1.46), ('udni', 1.3), ('iformes', 0.94), ('CTYPE', 0.74), ('▁zewnętrz', 0.5), ('td', 0.5), ('illet', 0.43), ('▁wire', 0.43)]","[('▁D', 97.21), ('D', 2.6), ('b', 0.04), ('▁A', 0.03), ('▁C', 0.03), ('A', 0.02), ('4', 0.01), ('2', 0.01), ('C', 0.01), ('1', 0.01)]","[('manifest', 4.72), ('ure', 1.32), ('▁manifest', 0.86), ('oem', 0.66), ('▁Herzog', 0.63), ('▁joined', 0.54), ('Vor', 0.5), ('orp', 0.5), ('▁kindly', 0.49), ('▁pav', 0.43)]","[('▁D', 96.29), ('D', 3.54), ('▁C', 0.06), ('b', 0.02), ('C', 0.01), ('2', 0.01), ('▁A', 0.01), ('4', 0.01), ('B', 0.01), ('A', 0.01)]"
layer23,"[('ango', 1.98), ('uur', 1.91), ('éric', 0.79), ('Paint', 0.77), ('ouw', 0.52), ('ederb', 0.51), ('programming', 0.46), ('tol', 0.4), ('его', 0.33), ('гер', 0.33)]","[('▁D', 95.15), ('D', 4.45), ('▁C', 0.1), ('b', 0.04), ('C', 0.04), ('2', 0.03), ('4', 0.03), ('1', 0.03), ('▁A', 0.02), ('A', 0.02)]","[('<0xC7>', 1.08), ('▁ann', 0.65), ('▁губер', 0.63), ('št', 0.5), ('widet', 0.5), ('And', 0.47), ('▁Ann', 0.42), ('oster', 0.42), ('▁&=\\', 0.41), ('onie', 0.4)]","[('▁D', 81.85), ('D', 17.19), ('b', 0.12), ('▁C', 0.12), ('1', 0.09), ('2', 0.08), ('4', 0.08), ('C', 0.08), ('A', 0.06), ('B', 0.06)]"
layer24,"[('it', 1.65), ('D', 1.61), ('<0xF0>', 1.58), ('at', 1.04), ('️', 1.03), ('▁D', 0.53), ('lo', 0.51), ('TE', 0.5), ('co', 0.45), ('▁daugh', 0.36)]","[('▁D', 82.13), ('D', 17.55), ('▁C', 0.07), ('C', 0.05), ('B', 0.04), ('1', 0.02), ('4', 0.02), ('A', 0.02), ('b', 0.02), ('2', 0.01)]","[('▁De', 2.02), ('▁Br', 1.32), ('▁Pr', 0.92), ('ou', 0.77), ('▁r', 0.66), ('rew', 0.65), ('▁pou', 0.55), ('▁Cre', 0.53), ('er', 0.51), ('Line', 0.41)]","[('▁D', 79.06), ('D', 20.63), ('▁C', 0.06), ('B', 0.05), ('C', 0.04), ('b', 0.03), ('1', 0.03), ('4', 0.02), ('A', 0.02), ('2', 0.02)]"
layer25,"[('▁//', 99.99), ('//', 0.01), ('▁{', 0.0), ('▁///', 0.0), ('////', 0.0), ('▁\\\\', 0.0), ('///', 0.0), ('////////', 0.0), ('://', 0.0), ('▁/\\', 0.0)]","[('▁D', 73.25), ('D', 26.11), ('1', 0.13), ('B', 0.11), ('2', 0.07), ('4', 0.06), ('▁C', 0.05), ('C', 0.03), ('b', 0.03), ('3', 0.02)]","[('▁B', 61.16), ('▁C', 1.93), ('▁A', 1.28), ('ello', 0.55), ('racle', 0.53), ('ellig', 0.5), ('▁Geographic', 0.23), ('8', 0.21), ('ina', 0.2), ('1', 0.2)]","[('▁D', 85.89), ('D', 9.75), ('1', 0.99), ('▁C', 0.75), ('B', 0.73), ('2', 0.5), ('▁B', 0.34), ('4', 0.23), ('C', 0.14), ('3', 0.1)]"
layer26,"[('▁D', 99.83), (""▁'"", 0.07), ('▁""', 0.05), ('▁B', 0.02), ('▁A', 0.01), ('▁E', 0.0), (""'"", 0.0), ('D', 0.0), ('▁C', 0.0), ('<0x0A>', 0.0)]","[('▁D', 98.05), ('D', 1.49), ('▁C', 0.15), ('▁B', 0.1), ('B', 0.07), ('1', 0.03), ('▁A', 0.03), ('2', 0.01), ('A', 0.01), ('C', 0.01)]","[('enter', 5.15), ('heb', 4.9), ('▁entered', 3.65), ('▁enter', 2.53), ('▁enters', 2.42), ('▁Enter', 1.23), ('Enter', 1.04), ('he', 0.96), ('gen', 0.9), ('d', 0.82)]","[('▁D', 97.59), ('D', 2.01), ('▁C', 0.12), ('B', 0.07), ('▁B', 0.07), ('1', 0.03), ('▁A', 0.03), ('C', 0.01), ('2', 0.01), ('A', 0.01)]"
layer27,"[(':\u2009', 7.93), ('ld', 1.26), ('which', 0.77), ('aterra', 0.76), ('▁({', 0.67), ('Receive', 0.62), ('ainer', 0.46), ('roy', 0.4), ('▁Tell', 0.4), ('▁which', 0.4)]","[('▁D', 95.38), ('D', 3.88), ('B', 0.18), ('▁C', 0.17), ('▁B', 0.08), ('1', 0.06), ('▁A', 0.04), ('C', 0.04), ('A', 0.03), ('2', 0.03)]","[('O', 1.22), ('kem', 1.0), ('macht', 0.69), ('▁(', 0.56), ('▁Diam', 0.54), ('cent', 0.48), ('éné', 0.43), ('E', 0.4), ('S', 0.39), ('▁Dynam', 0.39)]","[('▁D', 93.08), ('D', 5.64), ('B', 0.27), ('▁C', 0.25), ('▁B', 0.18), ('C', 0.11), ('1', 0.1), ('2', 0.08), ('A', 0.04), ('4', 0.03)]"
layer28,"[('▁D', 99.95), ('▁B', 0.04), ('▁{', 0.0), ('▁Д', 0.0), ('D', 0.0), ('▁C', 0.0), ('▁({', 0.0), ('▁A', 0.0), ('▁DE', 0.0), ('🌍', 0.0)]","[('▁D', 99.32), ('D', 0.56), ('▁B', 0.07), ('▁C', 0.02), ('B', 0.01), ('▁{', 0.0), ('C', 0.0), ('A', 0.0), ('▁A', 0.0), ('▁(', 0.0)]","[('–', 16.2), ('“', 5.01), ('×', 3.2), ('—', 2.29), ('2', 2.11), ('ens', 1.72), ('1', 1.45), ('…', 1.11), ('5', 0.73), ('8', 0.71)]","[('▁D', 68.67), ('D', 28.42), ('B', 1.8), ('▁B', 0.38), ('▁C', 0.17), ('C', 0.12), ('A', 0.1), ('2', 0.06), ('▁{', 0.05), ('1', 0.04)]"
layer29,"[('▁Th', 99.47), ('<0xF0>', 0.23), ('<0xE2>', 0.07), ('Th', 0.05), ('<0xEF>', 0.02), ('✅', 0.01), ('✔', 0.01), ('▁thy', 0.0), ('<0x0A>', 0.0), ('▁thou', 0.0)]","[('▁D', 76.02), ('D', 19.09), ('B', 2.32), ('▁B', 0.92), ('▁C', 0.26), ('C', 0.2), ('<0x0A>', 0.19), ('<0xF0>', 0.19), ('▁{', 0.17), ('A', 0.12)]","[('1', 18.97), ('4', 15.53), ('-', 8.52), ('6', 7.64), ('8', 6.32), ('5', 4.75), ('7', 3.64), ('▁', 1.74), ('x', 1.72), ('0', 1.71)]","[('D', 58.11), ('▁D', 31.55), ('B', 6.8), ('▁B', 0.54), ('A', 0.53), ('1', 0.35), ('C', 0.24), ('▁{', 0.22), ('<0x0A>', 0.21), ('4', 0.18)]"
layer30,"[('▁Попис', 4.17), ('mathchar', 3.43), ('onda', 1.35), ('▁Einzelnach', 1.27), ('▁{', 1.21), ('azu', 1.11), ('▁Хронологија', 1.1), ('virti', 0.77), ('ynomial', 0.75), ('lemagne', 0.71)]","[('D', 50.9), ('▁D', 36.6), ('B', 5.5), ('▁{', 2.65), ('▁B', 1.26), ('A', 0.41), ('C', 0.25), ('<0x0A>', 0.24), ('<0xF0>', 0.15), ('▁C', 0.12)]","[(',', 52.99), ('<0x0A>', 17.76), ('▁(', 4.71), ('2', 4.51), ('1', 3.88), ('3', 2.31), ('▁an', 1.47), ('▁on', 1.0), ('▁-', 0.98), ('4', 0.69)]","[('▁D', 74.94), ('D', 9.46), ('<0x0A>', 4.47), ('▁B', 3.21), ('▁{', 1.71), ('1', 0.98), ('B', 0.84), ('▁(', 0.79), ('2', 0.52), ('<0xF0>', 0.45)]"
layer31,"[('▁', 99.47), ('0', 0.01), ('▁▁', 0.01), ('1', 0.01), ('3', 0.0), ('▁Options', 0.0), ('▁answer', 0.0), ('▁dispon', 0.0), ('2', 0.0), ('▁Dow', 0.0)]","[('▁D', 70.34), ('D', 10.81), ('▁B', 4.44), ('▁{', 3.57), ('<0xF0>', 1.41), ('<0x0A>', 1.24), ('B', 1.19), ('▁(', 1.13), ('1', 0.66), ('▁C', 0.58)]","[('textt', 8.22), ('▁geprüft', 6.59), ('▁(`', 1.47), ('▁prü', 1.24), ('---+', 1.22), ('▁kwiet', 1.17), ('▁({', 1.17), ('ungsseite', 1.16), ('Ḩ', 0.97), ('▁beskre', 0.87)]","[('▁D', 67.97), ('▁{', 14.87), ('▁B', 4.39), ('<0x0A>', 3.68), ('<0xF0>', 3.39), ('▁(', 1.27), ('▁C', 0.62), ('1', 0.31), ('<0xE2>', 0.29), ('4', 0.22)]"
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('пута', 30.26), ('archivi', 26.71), ('textt', 7.85), ('▁konn', 3.73), ('▁partiellement', 1.87), ('Portail', 1.59), ('▁sier', 1.24), ('embros', 1.22), ('▁Хронологија', 1.22), ('bolds', 1.2)]","[('пута', 75.89), ('▁partiellement', 3.35), ('▁Censo', 0.73), ('empre', 0.69), ('сылки', 0.67), ('▁cí', 0.62), ('sterd', 0.54), ('▁virtuel', 0.5), ('bolds', 0.41), ('▁totalité', 0.35)]","[('пута', 16.8), ('▁partiellement', 4.52), ('сылки', 3.84), ('▁virtuel', 2.7), ('embros', 2.52), ('▁cí', 2.16), ('penas', 1.82), ('textt', 1.69), ('▁totalité', 1.4), ('berga', 1.12)]","[('пута', 62.17), ('▁partiellement', 5.21), ('сылки', 1.83), ('▁cí', 1.34), ('▁virtuel', 1.3), ('empre', 0.92), ('sterd', 0.81), ('▁totalité', 0.79), ('embros', 0.74), ('textt', 0.62)]"
layer1,"[('%%%%', 1.66), ('pick', 1.33), ('kin', 1.24), ('ol', 0.81), ('▁Pick', 0.67), ('osa', 0.66), ('ˇ', 0.65), ('ne', 0.59), ('ric', 0.51), ('TRAN', 0.49)]","[('1', 46.36), ('2', 26.04), ('3', 6.8), ('0', 3.81), ('4', 3.51), ('6', 2.78), ('5', 2.5), ('8', 2.19), ('7', 1.75), ('9', 1.34)]","[('2', 44.66), ('1', 18.55), ('6', 7.03), ('5', 5.16), ('3', 4.98), ('7', 4.1), ('4', 3.15), ('8', 1.48), ('9', 1.33), ('0', 0.26)]","[('1', 44.07), ('2', 39.43), ('3', 4.97), ('6', 2.72), ('4', 2.34), ('5', 2.17), ('7', 1.46), ('8', 1.14), ('0', 0.87), ('9', 0.72)]"
layer2,"[('ölker', 1.02), ('ote', 0.74), ('▁tun', 0.72), ('▁kernel', 0.62), ('werb', 0.58), ('cv', 0.56), ('<0x8C>', 0.4), ('▁cui', 0.38), ('▁im', 0.37), ('▁ess', 0.35)]","[('1', 33.02), ('2', 18.87), ('3', 5.98), ('5', 3.94), ('4', 3.9), ('0', 3.4), ('6', 3.11), ('8', 2.96), ('7', 2.68), ('9', 1.66)]","[('anto', 2.62), ('iből', 1.52), ('="".', 1.23), ('xp', 0.88), ('unda', 0.81), ('icky', 0.51), ('chus', 0.48), ('GL', 0.46), ('ąż', 0.45), ('◦', 0.37)]","[('1', 37.23), ('2', 15.71), ('3', 10.16), ('4', 5.82), ('5', 4.67), ('8', 4.5), ('7', 3.78), ('6', 3.03), ('0', 2.98), ('9', 0.84)]"
layer3,"[('▁noise', 1.41), ('▁sudden', 1.03), ('▁veget', 0.76), ('▁Cha', 0.56), ('vo', 0.52), ('▁mér', 0.5), ('▁Bal', 0.44), ('bal', 0.32), ('▁log', 0.32), ('▁beginning', 0.31)]","[('1', 39.04), ('2', 20.08), ('3', 9.48), ('8', 5.02), ('4', 4.36), ('0', 3.59), ('5', 2.78), ('7', 2.76), ('6', 2.61), ('9', 0.92)]","[('▁neutral', 0.96), ('nor', 0.66), ('ahn', 0.64), ('▁sec', 0.58), ('xt', 0.54), ('iele', 0.52), ('wald', 0.5), ('▁RE', 0.47), ('icate', 0.45), ('oda', 0.41)]","[('1', 40.61), ('2', 17.07), ('3', 8.28), ('0', 7.54), ('4', 4.7), ('5', 3.55), ('6', 3.41), ('7', 3.14), ('8', 2.45), ('9', 1.22)]"
layer4,"[('▁questions', 4.39), ('▁sí', 2.18), ('▁yes', 1.44), ('▁Question', 1.14), ('▁answers', 1.04), ('▁satisf', 0.79), ('ogle', 0.68), ('▁answered', 0.66), ('▁answer', 0.55), ('▁Yes', 0.51)]","[('1', 45.06), ('2', 12.1), ('0', 6.09), ('4', 4.87), ('3', 4.29), ('5', 4.2), ('6', 3.22), ('8', 2.46), ('7', 1.93), ('9', 0.9)]","[('egen', 3.91), ('fol', 0.66), ('éal', 0.63), ('tegr', 0.52), ('verte', 0.5), ('▁Nicol', 0.47), ('sem', 0.45), ('▁times', 0.33), ('っ', 0.3), ('▁Mack', 0.29)]","[('1', 38.76), ('2', 14.93), ('3', 8.21), ('8', 5.79), ('6', 4.63), ('4', 4.58), ('7', 4.49), ('0', 3.69), ('5', 2.77), ('9', 1.56)]"
layer5,"[('ach', 0.67), ('ֵ', 0.64), ('▁indeed', 0.59), ('lat', 0.55), ('ellow', 0.52), ('ǒ', 0.49), ('▁Ts', 0.48), ('BS', 0.45), ('▁anth', 0.41), ('brace', 0.39)]","[('1', 47.36), ('2', 13.76), ('3', 6.66), ('0', 4.22), ('8', 4.19), ('6', 3.84), ('4', 3.04), ('7', 2.78), ('5', 2.26), ('9', 1.23)]","[('logs', 2.04), ('1', 1.14), ('ione', 1.09), ('NT', 0.93), ('nt', 0.85), ('lices', 0.8), ('2', 0.62), ('▁icon', 0.54), ('estra', 0.52), ('onas', 0.49)]","[('1', 61.48), ('2', 15.02), ('0', 4.33), ('3', 4.15), ('6', 3.67), ('8', 2.71), ('4', 2.26), ('7', 2.19), ('5', 1.59), ('9', 0.99)]"
layer6,"[('▁answer', 2.41), ('▁answers', 1.85), ('▁_', 1.33), ('▁decision', 0.87), ('▁most', 0.83), ('▁Mac', 0.8), ('▁solutions', 0.75), ('▁respond', 0.74), ('▁solution', 0.72), ('▁candid', 0.65)]","[('1', 45.96), ('2', 8.13), ('3', 3.74), ('4', 3.54), ('8', 3.32), ('7', 2.42), ('6', 2.4), ('0', 2.04), ('9', 1.98), ('5', 1.74)]","[('▁Commons', 1.4), ('ouri', 1.13), ('assa', 0.64), ('▁Baker', 0.57), ('ordinate', 0.57), ('continu', 0.53), ('oggle', 0.52), ('structor', 0.45), ('idor', 0.45), ('icity', 0.43)]","[('1', 57.71), ('2', 7.17), ('4', 4.38), ('6', 2.92), ('3', 2.82), ('8', 1.56), ('0', 1.48), ('7', 1.3), ('5', 0.9), ('9', 0.84)]"
