layer8,"[('▁pair', 0.99), ('irst', 0.97), ('cul', 0.72), ('PG', 0.71), ('h', 0.65), ('▁hands', 0.62), ('▁rather', 0.51), ('▁process', 0.41), ('▁Duke', 0.4), ('ple', 0.39)]","[('1', 62.71), ('3', 6.09), ('2', 5.6), ('4', 3.52), ('8', 2.19), ('5', 2.11), ('0', 2.09), ('6', 1.76), ('9', 1.53), ('7', 1.09)]","[('eten', 0.97), ('2', 0.69), ('▁rid', 0.62), ('▁Inf', 0.6), ('inf', 0.53), ('inge', 0.52), ('▁coff', 0.45), ('▁kick', 0.42), ('▁dess', 0.41), ('▁(', 0.38)]","[('1', 69.85), ('2', 14.05), ('3', 4.64), ('4', 2.41), ('0', 2.35), ('5', 1.24), ('6', 1.12), ('7', 0.82), ('9', 0.8), ('8', 0.32)]"
layer9,"[('▁answer', 2.13), ('▁Ge', 1.5), ('▁answered', 1.5), ('▁criteria', 1.0), ('Answer', 0.56), ('▁privile', 0.52), ('▁answering', 0.49), ('jsp', 0.49), ('▁Dave', 0.46), ('▁Dep', 0.38)]","[('1', 69.68), ('2', 9.65), ('3', 7.92), ('4', 2.63), ('0', 1.63), ('9', 1.03), ('7', 1.02), ('5', 1.0), ('6', 0.7), ('▁(', 0.5)]","[('nel', 1.98), ('sin', 1.07), ('guide', 0.77), ('forward', 0.68), ('uki', 0.59), ('apa', 0.56), ('bra', 0.56), ('ome', 0.53), ('py', 0.53), ('riere', 0.49)]","[('1', 66.03), ('3', 9.18), ('2', 7.38), ('0', 3.08), ('A', 1.69), ('4', 1.68), ('5', 1.49), ('9', 1.31), ('7', 0.77), ('6', 0.65)]"
layer10,"[('▁Ge', 1.27), ('inas', 1.25), ('▁indeed', 1.06), ('▁govern', 0.83), ('▁Govern', 0.58), ('▁governor', 0.53), ('▁third', 0.5), ('▁iz', 0.43), ('▁K', 0.42), ('▁prepar', 0.35)]","[('1', 63.97), ('3', 10.0), ('2', 8.28), ('0', 3.3), ('4', 2.16), ('5', 0.74), ('A', 0.73), ('9', 0.7), ('▁', 0.65), ('7', 0.58)]","[('opus', 0.87), ('Connect', 0.67), ('▁pes', 0.55), ('▁States', 0.54), ('▁formal', 0.51), ('▁Rights', 0.49), ('TAC', 0.42), ('▁nature', 0.41), ('▁`:', 0.34), ('▁creation', 0.33)]","[('1', 63.97), ('3', 17.97), ('2', 8.74), ('0', 2.4), ('4', 1.92), ('5', 0.5), ('▁', 0.48), ('6', 0.4), ('8', 0.37), ('9', 0.27)]"
layer11,"[('uge', 0.84), ('▁alphabet', 0.66), ('schau', 0.65), ('ius', 0.59), ('bage', 0.57), ('▁Mich', 0.48), ('phia', 0.42), ('cular', 0.39), ('ke', 0.36), ('▁interview', 0.34)]","[('1', 62.61), ('3', 16.57), ('2', 8.42), ('0', 2.98), ('4', 1.71), ('5', 0.7), ('8', 0.53), ('6', 0.48), ('▁', 0.38), ('f', 0.28)]","[('undle', 1.08), ('iente', 0.75), ('▁fe', 0.6), ('▁indu', 0.58), ('hung', 0.5), ('▁trade', 0.42), ('ither', 0.4), ('ven', 0.38), ('▁amet', 0.35), ('ran', 0.34)]","[('1', 60.84), ('3', 13.47), ('2', 12.19), ('0', 4.37), ('4', 1.45), ('5', 0.51), ('6', 0.47), ('▁', 0.42), ('8', 0.42), ('▁(', 0.36)]"
layer12,"[('▁three', 5.32), ('▁grouping', 0.99), ('three', 0.89), ('▁dist', 0.88), ('yal', 0.77), ('мо', 0.72), ('▁Trop', 0.66), ('inct', 0.64), ('alle', 0.61), ('▁Word', 0.6)]","[('1', 53.06), ('3', 22.54), ('2', 9.07), ('0', 6.22), ('4', 1.98), ('5', 0.61), ('6', 0.31), ('▁(', 0.28), ('8', 0.27), ('▁', 0.2)]","[('rain', 0.8), ('ainer', 0.58), ('orp', 0.54), ('SB', 0.48), ('apt', 0.42), ('contrib', 0.41), ('sero', 0.41), ('▁Rain', 0.39), ('ast', 0.37), ('scal', 0.36)]","[('1', 35.13), ('3', 22.25), ('2', 11.78), ('0', 5.1), ('4', 2.11), ('A', 1.78), ('b', 1.71), ('c', 1.23), ('B', 0.93), ('▁(', 0.64)]"
layer13,"[('▁strugg', 0.6), ('▁skill', 0.52), ('aho', 0.5), ('illon', 0.5), ('ATE', 0.49), ('ico', 0.47), ('▁reun', 0.45), ('▁Ken', 0.44), ('▁False', 0.44), ('neur', 0.43)]","[('1', 33.25), ('3', 12.39), ('2', 9.98), ('0', 4.24), ('▁', 2.09), ('▁(', 2.08), ('A', 1.89), ('b', 1.88), ('4', 1.36), ('B', 1.14)]","[('ases', 0.69), ('▁mét', 0.62), ('raph', 0.62), ('▁cer', 0.57), ('▁ber', 0.47), ('▁bridge', 0.46), ('▁davon', 0.45), ('瀬', 0.44), ('ITY', 0.41), ('▁Kh', 0.41)]","[('1', 52.69), ('2', 12.41), ('3', 10.05), ('0', 4.33), ('4', 1.88), ('c', 1.22), ('▁', 1.09), ('b', 0.96), ('B', 0.85), ('A', 0.72)]"
layer14,"[('ori', 1.37), ('actory', 1.19), ('ique', 0.57), ('▁ruled', 0.38), ('▁cinema', 0.3), ('▁musical', 0.3), ('ê', 0.29), ('onces', 0.28), ('emark', 0.28), ('▁animate', 0.28)]","[('1', 44.79), ('3', 7.79), ('2', 7.26), ('c', 4.93), ('0', 4.01), ('b', 2.86), ('B', 2.38), ('4', 1.62), ('A', 1.46), ('d', 0.87)]","[('▁if', 5.52), ('▁person', 1.01), ('leid', 0.96), ('irm', 0.74), ('▁fac', 0.66), ('▁Person', 0.57), ('ély', 0.53), ('nak', 0.51), ('ном', 0.49), ('flat', 0.44)]","[('1', 56.19), ('2', 9.6), ('3', 6.59), ('4', 3.49), ('0', 2.14), ('A', 1.97), ('B', 1.63), ('▁A', 1.25), ('b', 1.12), ('<0x0A>', 1.03)]"
layer15,"[('scheid', 1.52), ('▁externos', 0.76), ('▁H', 0.63), ('ответ', 0.49), ('psum', 0.45), ('aterra', 0.39), ('igan', 0.39), ('▁Sus', 0.38), ('rt', 0.32), ('▁Bat', 0.32)]","[('1', 41.1), ('2', 6.57), ('3', 5.15), ('0', 3.89), ('▁_', 2.77), ('4', 2.36), ('A', 2.09), ('▁R', 1.96), ('b', 1.85), ('B', 1.81)]","[('wod', 2.27), ('▁Dal', 1.55), ('▁shell', 0.7), ('brie', 0.64), ('zig', 0.62), ('▁dal', 0.53), ('owi', 0.47), ('ük', 0.46), ('▁doch', 0.45), ('▁Span', 0.39)]","[('1', 34.26), ('2', 6.83), ('3', 6.45), ('▁_', 4.89), ('4', 3.41), ('0', 3.35), ('B', 3.25), ('▁H', 3.05), ('b', 2.41), ('R', 2.12)]"
layer16,"[('A', 15.62), ('▁A', 11.43), ('B', 0.83), ('▁D', 0.79), ('iro', 0.74), ('uster', 0.73), ('▁Association', 0.46), ('AP', 0.43), ('▁drum', 0.36), ('ister', 0.35)]","[('1', 32.64), ('A', 12.25), ('B', 7.71), ('▁A', 7.51), ('2', 3.82), ('3', 3.66), ('▁H', 2.79), ('<0x0A>', 2.29), ('0', 1.84), ('4', 1.65)]","[('▁first', 4.71), ('ango', 3.46), ('▁First', 1.61), ('gresql', 1.29), ('quelle', 1.05), ('FirstName', 0.79), ('first', 0.72), ('▁ex', 0.7), ('▁fell', 0.65), ('geber', 0.55)]","[('1', 28.69), ('▁A', 28.45), ('A', 9.53), ('3', 3.01), ('B', 2.85), ('▁_', 2.58), ('2', 2.44), ('▁H', 1.46), ('▁D', 1.31), ('0', 1.21)]"
layer17,"[('▁{', 5.45), ('D', 2.55), ('{', 2.07), ('={', 1.3), ('unde', 0.77), ('า', 0.72), (""▁{'"", 0.68), (""]{'"", 0.57), ('/{', 0.49), ('unker', 0.48)]","[('A', 26.45), ('1', 19.91), ('▁A', 13.53), ('B', 7.25), ('3', 4.3), ('▁D', 3.47), ('D', 3.19), ('2', 1.68), ('4', 1.55), ('▁C', 1.4)]","[('▁Sank', 1.98), ('bindung', 0.96), ('ends', 0.8), ('mut', 0.69), ('▁beskre', 0.67), ('▁Horn', 0.67), ('▁Lan', 0.66), ('▁examples', 0.59), ('▁mut', 0.59), ('yn', 0.54)]","[('1', 27.56), ('A', 17.94), ('▁A', 14.82), ('3', 6.57), ('B', 4.5), ('2', 3.49), ('▁D', 3.14), ('b', 1.93), ('4', 1.78), ('D', 1.67)]"
layer18,"[('▁A', 47.81), ('A', 25.86), ('▁alphabet', 6.2), ('▁#', 6.13), ('▁letter', 1.73), ('▁А', 0.88), ('А', 0.46), ('▁none', 0.32), ('▁B', 0.19), ('anel', 0.15)]","[('▁A', 48.25), ('A', 43.48), ('B', 1.49), ('1', 1.12), ('C', 0.69), ('b', 0.46), ('▁C', 0.45), ('▁D', 0.35), ('▁B', 0.33), ('2', 0.3)]","[('▁Nar', 1.34), ('▁Nap', 1.11), ('▁aff', 0.71), ('iből', 0.7), ('▁ring', 0.62), ('▁Lars', 0.55), ('▁Bob', 0.5), ('och', 0.48), ('▁emp', 0.48), ('▁Bitte', 0.47)]","[('▁A', 48.18), ('A', 43.53), ('B', 1.84), ('b', 0.59), ('C', 0.58), ('▁B', 0.42), ('▁D', 0.41), ('▁C', 0.38), ('1', 0.32), ('c', 0.24)]"
layer19,"[('A', 32.53), ('▁A', 9.86), ('▁', 4.51), ('3', 0.92), ('v', 0.88), ('{', 0.86), ('▁{', 0.85), ('▁D', 0.84), ('G', 0.83), ('P', 0.7)]","[('A', 50.28), ('▁A', 46.81), ('B', 0.45), ('1', 0.28), ('▁D', 0.28), ('C', 0.22), ('b', 0.21), ('3', 0.17), ('2', 0.15), ('▁C', 0.13)]","[('orsz', 1.08), ('▁svg', 0.94), ('<0xAF>', 0.92), ('eff', 0.65), ('Vor', 0.61), ('▁firefox', 0.55), ('▁infin', 0.54), ('fw', 0.53), ('би', 0.46), ('▁државе', 0.39)]","[('A', 62.99), ('▁A', 32.6), ('b', 0.79), ('B', 0.54), ('1', 0.43), ('3', 0.4), ('2', 0.36), ('C', 0.21), ('c', 0.16), ('▁D', 0.13)]"
layer20,"[('▁D', 99.61), ('D', 0.39), ('▁Д', 0.0), ('▁d', 0.0), ('Д', 0.0), ('DS', 0.0), ('DE', 0.0), ('▁DE', 0.0), ('DP', 0.0), ('d', 0.0)]","[('▁D', 41.36), ('A', 32.69), ('▁A', 13.43), ('D', 9.89), ('b', 0.41), ('B', 0.39), ('C', 0.27), ('1', 0.21), ('2', 0.17), ('3', 0.15)]","[('▁b', 2.65), ('▁da', 1.65), ('cia', 1.07), ('▁qu', 0.9), ('▁intention', 0.57), ('▁che', 0.57), ('▁succ', 0.47), ('che', 0.46), ('b', 0.43), ('▁surr', 0.4)]","[('▁D', 55.54), ('A', 19.9), ('D', 14.08), ('▁A', 5.8), ('b', 1.58), ('B', 0.44), ('C', 0.31), ('1', 0.3), ('3', 0.22), ('d', 0.22)]"
layer21,"[('▁D', 58.95), ('▁C', 41.01), ('D', 0.01), ('C', 0.01), ('▁Cap', 0.0), ('▁Deep', 0.0), ('▁Cong', 0.0), ('▁Д', 0.0), ('CD', 0.0), ('▁Des', 0.0)]","[('▁D', 76.69), ('D', 12.46), ('A', 6.67), ('▁A', 1.09), ('b', 0.93), ('C', 0.44), ('▁C', 0.42), ('B', 0.23), ('1', 0.21), ('2', 0.12)]","[('▁A', 98.62), ('A', 0.19), ('▁А', 0.04), ('1', 0.03), ('2', 0.02), ('ival', 0.02), ('▁AA', 0.02), ('irt', 0.01), ('phia', 0.01), ('▁ABC', 0.01)]","[('▁D', 37.84), ('A', 28.17), ('▁A', 25.86), ('D', 4.5), ('▁C', 0.87), ('1', 0.66), ('C', 0.4), ('2', 0.33), ('b', 0.28), ('B', 0.22)]"
layer22,"[('▁A', 24.94), ('▁B', 1.21), ('atol', 0.98), ('良', 0.79), ('▁III', 0.52), ('udni', 0.42), ('iformes', 0.41), ('房', 0.4), ('бор', 0.4), ('A', 0.39)]","[('▁A', 52.29), ('A', 29.46), ('▁D', 13.65), ('D', 2.34), ('▁C', 0.61), ('C', 0.48), ('B', 0.27), ('▁B', 0.23), ('b', 0.17), ('1', 0.07)]","[('decl', 1.32), ('▁sig', 1.11), ('shot', 0.96), ('▁delayed', 0.92), ('▁joined', 0.89), ('▁pav', 0.71), ('Vor', 0.54), ('▁cold', 0.51), ('▁Sure', 0.41), ('▁manifest', 0.39)]","[('▁D', 38.93), ('A', 20.81), ('▁A', 18.25), ('D', 12.09), ('▁C', 3.99), ('C', 2.97), ('▁B', 0.6), ('B', 0.55), ('b', 0.3), ('c', 0.12)]"
layer23,"[('{', 0.97), ('{{', 0.64), ('ango', 0.61), ('▁{', 0.59), ('iger', 0.55), ('▁Night', 0.34), ('▁Bien', 0.29), ('гер', 0.29), ('borg', 0.26), ('▁{{', 0.26)]","[('A', 35.96), ('▁D', 19.65), ('▁A', 16.19), ('D', 12.75), ('C', 6.05), ('▁C', 2.7), ('B', 0.94), ('b', 0.65), ('1', 0.63), ('▁B', 0.55)]","[('este', 1.22), ('it', 1.16), ('米', 1.06), ('re', 0.78), ('etta', 0.64), ('And', 0.58), ('зо', 0.5), ('▁ready', 0.48), ('or', 0.44), ('orp', 0.44)]","[('A', 51.98), ('▁A', 12.66), ('D', 12.37), ('▁D', 7.28), ('C', 5.6), ('B', 1.8), ('▁C', 1.44), ('b', 0.98), ('1', 0.84), ('▁B', 0.52)]"
layer24,"[('▁A', 17.49), ('A', 3.57), ('▁А', 0.71), ('ays', 0.26), ('ID', 0.22), ('TE', 0.18), ('el', 0.16), ('{', 0.15), ('OU', 0.14), ('“', 0.13)]","[('A', 55.28), ('▁A', 27.87), ('D', 5.77), ('▁D', 3.28), ('C', 2.63), ('B', 0.89), ('▁C', 0.81), ('1', 0.28), ('▁B', 0.26), ('b', 0.19)]","[('▁A', 87.08), ('A', 12.52), ('▁А', 0.08), ('а', 0.01), ('▁Veg', 0.01), ('teger', 0.01), ('▁а', 0.01), ('bul', 0.0), ('▁Ent', 0.0), ('a', 0.0)]","[('A', 58.5), ('▁A', 39.4), ('D', 0.66), ('▁D', 0.48), ('C', 0.22), ('B', 0.09), ('▁C', 0.07), ('a', 0.07), ('1', 0.04), ('b', 0.03)]"
layer25,"[('▁//', 99.59), ('▁{', 0.37), ('//', 0.05), ('{', 0.0), ('▁///', 0.0), ('▁\\\\', 0.0), ('▁<<', 0.0), ('}{', 0.0), ('▁->', 0.0), ('////', 0.0)]","[('A', 58.24), ('▁A', 35.24), ('D', 1.83), ('▁D', 0.87), ('C', 0.38), ('▁{', 0.3), ('B', 0.3), ('1', 0.28), ('<0x0A>', 0.25), ('a', 0.19)]","[('▁B', 1.48), ('1', 0.99), ('▁par', 0.89), ('ellig', 0.69), ('/_', 0.58), ('2', 0.45), ('0', 0.45), ('ana', 0.43), ('heck', 0.42), ('gele', 0.39)]","[('A', 55.86), ('▁A', 40.47), ('1', 0.52), ('B', 0.35), ('▁{', 0.3), ('C', 0.23), ('▁D', 0.22), ('D', 0.21), ('2', 0.18), ('<0x0A>', 0.15)]"
layer26,"[('▁D', 67.23), (""▁'"", 11.35), ('▁""', 5.32), ('▁A', 0.99), (""'"", 0.67), ('A', 0.17), ('""', 0.14), ('D', 0.13), ('.""', 0.12), ('▁B', 0.11)]","[('▁A', 52.51), ('A', 43.44), ('▁D', 1.16), ('D', 0.25), ('B', 0.24), ('1', 0.23), ('▁C', 0.23), ('C', 0.2), ('▁B', 0.18), ('<0x0A>', 0.14)]","[('scr', 0.82), ('ena', 0.57), ('hed', 0.52), ('ex', 0.44), ('uh', 0.43), ('Sc', 0.38), ('hes', 0.38), ('oux', 0.37), ('atem', 0.36), ('▁Gil', 0.35)]","[('A', 55.16), ('▁A', 42.27), ('▁D', 0.69), ('D', 0.2), ('B', 0.19), ('C', 0.17), ('▁C', 0.16), ('1', 0.13), ('▁B', 0.11), ('a', 0.09)]"
layer27,"[('▁turns', 1.12), (':\u2009', 0.74), ('▁`{', 0.42), ('▁Give', 0.33), ('▁enjo', 0.3), ('▁has', 0.3), ('▁Could', 0.27), ('♂', 0.26), ('▁turno', 0.25), ('must', 0.24)]","[('A', 56.66), ('▁A', 37.86), ('▁D', 0.57), ('D', 0.37), ('B', 0.33), ('C', 0.3), ('1', 0.27), ('▁{', 0.25), ('<0x0A>', 0.2), ('▁C', 0.18)]","[('▁voc', 1.6), ('ulas', 1.36), ('O', 1.04), ('▁(', 0.99), ('kem', 0.78), ('▁O', 0.72), ('C', 0.62), ('etten', 0.62), ('ulo', 0.59), ('anos', 0.53)]","[('A', 81.36), ('▁A', 13.71), ('▁D', 0.6), ('D', 0.5), ('C', 0.46), ('B', 0.46), ('<0x0A>', 0.19), ('1', 0.17), ('▁{', 0.15), ('▁C', 0.14)]"
layer28,"[('▁A', 62.27), ('▁D', 37.5), ('▁B', 0.21), ('▁C', 0.01), ('▁А', 0.01), ('A', 0.0), ('▁Д', 0.0), ('▁{', 0.0), ('D', 0.0), ('▁Avenue', 0.0)]","[('▁A', 55.32), ('A', 40.87), ('▁D', 2.15), ('▁B', 0.29), ('D', 0.26), ('B', 0.2), ('▁C', 0.14), ('▁{', 0.12), ('C', 0.11), ('▁А', 0.07)]","[('>', 4.35), ('–', 4.32), ('“', 2.99), ('×', 2.82), ('ás', 2.08), ('A', 1.61), ('->', 1.27), ('—', 1.27), ('//', 0.88), ('+', 0.85)]","[('A', 60.96), ('▁A', 37.76), ('▁D', 0.34), ('B', 0.23), ('D', 0.19), ('▁B', 0.1), ('C', 0.07), ('▁C', 0.04), ('▁А', 0.04), ('▁{', 0.03)]"
layer29,"[('<0xF0>', 49.3), ('<0xE2>', 10.28), ('✔', 9.95), ('<0xEF>', 2.68), ('✅', 1.08), ('☆', 0.4), ('★', 0.39), ('<0xEE>', 0.29), ('<0x0A>', 0.24), ('\u200d', 0.18)]","[('A', 56.59), ('▁A', 39.78), ('▁D', 0.86), ('B', 0.33), ('▁B', 0.29), ('D', 0.25), ('<0x0A>', 0.21), ('▁А', 0.18), ('C', 0.12), ('▁C', 0.08)]","[('1', 36.75), ('-', 13.94), ('5', 6.69), ('6', 5.97), ('8', 3.44), ('7', 3.19), ('0', 2.24), ('2', 1.88), ('3', 1.11), ('th', 0.98)]","[('A', 80.77), ('▁A', 15.84), ('B', 0.67), ('D', 0.51), ('▁D', 0.33), ('C', 0.22), ('<0x0A>', 0.21), ('▁B', 0.14), ('1', 0.12), ('▁А', 0.09)]"
layer30,"[('▁{', 0.54), ('р', 0.49), ('mathchar', 0.41), ('giore', 0.39), ('\x83', 0.37), ('atuur', 0.34), ('\x91', 0.34), ('utos', 0.33), ('reso', 0.31), ('коно', 0.31)]","[('A', 77.74), ('▁A', 14.22), ('▁{', 0.84), ('B', 0.65), ('D', 0.49), ('<0x0A>', 0.45), ('▁А', 0.36), ('▁D', 0.28), ('▁B', 0.26), ('C', 0.24)]","[('▁I', 40.6), ('▁from', 10.78), ('▁on', 7.14), ('<0x0A>', 4.57), (',', 3.68), ('1', 3.27), ('0', 2.98), ('2', 2.83), ('▁(', 2.48), ('3', 1.55)]","[('▁A', 42.62), ('A', 39.34), ('<0x0A>', 5.29), ('▁B', 1.38), ('▁{', 1.34), ('▁D', 1.13), ('1', 0.95), ('▁(', 0.59), ('<0xF0>', 0.57), ('B', 0.43)]"
layer31,"[('▁', 57.8), ('!', 0.67), ('▁(', 0.45), ('▁▁', 0.23), ('1', 0.19), (')', 0.16), ('0', 0.16), ('(', 0.16), ('▁+', 0.16), (',', 0.15)]","[('A', 35.54), ('▁A', 27.1), ('▁{', 3.32), ('<0x0A>', 3.29), ('▁B', 3.21), ('<0xF0>', 2.78), ('▁(', 1.45), ('▁D', 1.17), ('1', 1.04), ('▁C', 0.79)]","[('▁geprüft', 3.42), ('Ḩ', 2.61), ('textt', 1.15), ('▁kwiet', 0.79), ('▁prü', 0.71), ('ALSE', 0.68), ('ungsseite', 0.57), ('▁stycz', 0.5), ('▁beskre', 0.49), ('▁sierp', 0.39)]","[('▁A', 62.68), ('▁{', 9.47), ('<0xF0>', 9.32), ('<0x0A>', 5.38), ('▁B', 3.43), ('<0xE2>', 2.49), ('▁D', 2.13), ('▁(', 1.35), ('▁C', 0.76), ('1', 0.34)]"
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('▁is', 7.44), ('▁to', 5.31), (',', 4.8), ('▁the', 4.05), ('.', 3.98), ('▁for', 3.67), ('▁with', 3.49), ('▁and', 2.77), ('▁on', 2.62), ('▁that', 2.33)]","[(',', 2.83), ('▁is', 2.34), ('.', 2.34), ('▁to', 1.87), ('▁with', 1.52), ('▁for', 1.31), ('▁on', 1.28), ('▁the', 1.24), ('▁more', 1.09), ('▁from', 0.89)]","[(',', 4.6), ('.', 4.14), ('<0x0A>', 2.66), ('▁is', 2.13), (""'"", 1.63), ('▁the', 1.17), ('-', 1.06), ('▁to', 0.98), ('▁on', 0.9), ('’', 0.9)]","[('▁is', 2.0), (',', 1.73), ('.', 1.17), ('▁more', 1.14), ('▁on', 1.03), ('▁to', 1.01), ('▁the', 0.84), ('▁from', 0.82), ('▁with', 0.81), ('▁will', 0.73)]"
layer1,"[('▁to', 31.75), ('▁of', 19.39), ('▁and', 13.99), ('▁by', 6.43), (',', 4.24), ('▁for', 3.94), ('▁on', 3.56), ('▁in', 2.74), ('.', 2.28), ('▁with', 1.69)]","[('1', 38.83), ('2', 24.26), ('3', 7.6), ('4', 4.29), ('5', 3.04), ('0', 2.8), ('6', 2.06), ('7', 1.46), ('8', 1.44), ('9', 1.11)]","[('-', 25.48), ('2', 15.9), ('1', 12.09), (',', 11.44), ('.', 7.84), ('3', 2.39), ('5', 1.53), ('/', 1.22), ('4', 1.06), ('6', 1.03)]","[('1', 42.83), ('2', 36.14), ('3', 6.77), ('4', 3.33), ('5', 2.9), ('6', 2.4), ('7', 1.47), ('0', 1.13), ('8', 1.01), ('9', 0.8)]"
layer2,"[(',', 12.28), ('▁and', 9.38), ('<0x0A>', 5.38), ('-', 3.66), ('▁to', 3.22), ('’', 2.93), (""'"", 2.77), ('▁of', 2.3), ('▁in', 2.04), ('.', 1.83)]","[('1', 23.11), ('2', 14.75), ('3', 5.96), ('5', 4.58), ('0', 4.42), ('4', 4.33), ('8', 3.16), ('6', 2.87), ('9', 2.54), ('7', 2.47)]","[('”', 5.02), ('’', 2.65), (':', 2.63), (',', 2.32), ('!', 2.09), ('▁of', 1.61), ('?', 1.14), (';', 1.06), ('▁party', 0.77), ('▁away', 0.61)]","[('1', 29.89), ('2', 14.91), ('3', 10.12), ('4', 5.72), ('5', 5.45), ('0', 4.62), ('8', 4.28), ('7', 3.62), ('6', 3.12), ('9', 1.43)]"
layer3,"[(',', 6.58), ('<0x0A>', 4.04), ('.', 2.53), ('▁and', 2.4), ('▁', 2.18), ('’', 1.78), ('?', 1.63), ('▁that', 1.62), ('▁in', 1.57), (':', 1.34)]","[('1', 27.96), ('2', 14.07), ('3', 8.6), ('0', 8.23), ('8', 4.68), ('4', 4.54), ('5', 4.03), ('7', 3.5), ('6', 2.93), ('9', 2.09)]","[('▁RE', 1.55), ('▁date', 1.15), ('▁neutral', 1.1), ('urs', 0.77), ('xt', 0.75), ('oda', 0.74), ('▁“', 0.72), ('emy', 0.54), ('▁Han', 0.52), ('▁explo', 0.48)]","[('1', 31.38), ('2', 12.71), ('0', 10.92), ('3', 8.57), ('5', 5.15), ('4', 5.04), ('7', 4.23), ('6', 3.77), ('8', 2.61), ('9', 2.2)]"
layer4,"[('▁questions', 2.1), ('▁', 1.84), ('▁was', 1.56), ('<0x0A>', 1.26), (':', 0.99), ('▁from', 0.84), ('▁b', 0.64), ('▁Bas', 0.61), ('▁S', 0.52), ('▁for', 0.51)]","[('1', 26.26), ('2', 9.2), ('0', 7.96), ('5', 5.12), ('3', 4.61), ('4', 4.12), ('6', 3.39), ('7', 3.12), ('8', 2.74), ('9', 2.27)]","[('egen', 1.5), ('icol', 0.74), ('3', 0.67), ('2', 0.5), ('▁times', 0.42), ('▁Rein', 0.41), ('▁Az', 0.41), ('▁Gent', 0.4), ('1', 0.38), ('▁Haz', 0.38)]","[('1', 30.46), ('2', 13.47), ('3', 8.99), ('8', 5.35), ('7', 5.17), ('0', 4.96), ('4', 4.19), ('6', 4.02), ('5', 3.71), ('9', 2.96)]"
layer5,"[('�', 1.48), ('.', 1.04), ('|', 0.82), (':', 0.79), ('ach', 0.77), ('K', 0.74), ('...', 0.65), ('BS', 0.57), ('’', 0.56), ('ellow', 0.49)]","[('1', 26.92), ('2', 11.26), ('3', 7.7), ('0', 6.82), ('8', 5.13), ('6', 4.33), ('9', 4.09), ('7', 3.77), ('4', 3.22), ('5', 3.22)]","[('1', 13.55), ('2', 5.11), ('0', 1.98), (',', 1.53), ('.', 1.52), ('6', 0.97), ('4', 0.9), ('7', 0.86), ('▁me', 0.76), ('?', 0.76)]","[('1', 52.42), ('2', 15.32), ('0', 6.81), ('3', 4.87), ('6', 3.83), ('8', 3.34), ('7', 3.11), ('9', 3.04), ('4', 2.51), ('5', 2.0)]"
layer6,"[('▁_', 1.4), ('▁that', 1.11), ('▁answer', 1.01), ('▁Mac', 0.94), ('--', 0.6), ('▁Century', 0.5), ('▁is', 0.5), ('▁H', 0.49), ('▁concentr', 0.47), ('▁values', 0.46)]","[('1', 38.46), ('2', 8.19), ('3', 6.1), ('9', 4.64), ('8', 3.63), ('0', 3.5), ('6', 3.48), ('4', 3.15), ('7', 2.97), ('5', 2.36)]","[('▁Baker', 1.01), ('▁Commons', 0.86), ('▁couple', 0.46), ('ouri', 0.42), ('icity', 0.41), ('ви', 0.39), ('oggle', 0.36), ('Пе', 0.33), ('▁number', 0.32), ('tu', 0.31)]","[('1', 54.94), ('2', 10.15), ('3', 4.58), ('4', 3.7), ('6', 3.57), ('0', 2.83), ('8', 2.08), ('7', 1.89), ('9', 1.52), ('5', 1.15)]"
layer7,"[('anta', 1.07), ('▁ad', 1.01), ('ton', 0.7), ('▁available', 0.66), ('ú', 0.65), ('bst', 0.44), (':', 0.43), ('Available', 0.39), ('col', 0.39), ('aring', 0.35)]","[('1', 56.02), ('2', 9.32), ('3', 4.28), ('0', 2.41), ('6', 2.31), ('4', 2.27), ('9', 1.81), ('8', 1.55), ('5', 1.3), ('7', 1.05)]","[('anus', 2.98), ('nitz', 1.97), ('▁références', 1.72), ('berts', 1.53), ('▁pale', 0.77), ('▁nas', 0.52), ('onas', 0.49), ('▁medi', 0.46), ('egos', 0.43), ('▁Stra', 0.41)]","[('1', 63.18), ('2', 8.72), ('3', 4.93), ('6', 3.06), ('4', 2.89), ('9', 2.85), ('0', 2.11), ('8', 1.79), ('5', 1.76), ('7', 1.06)]"
layer8,"[('cul', 1.72), ('▁organ', 0.73), ('▁sold', 0.68), ('ns', 0.65), ('▁NS', 0.61), ('▁hands', 0.5), ('iere', 0.43), ('▁properly', 0.43), ('PG', 0.32), ('▁test', 0.32)]","[('1', 55.03), ('2', 7.65), ('3', 6.88), ('5', 3.63), ('4', 3.47), ('6', 3.04), ('0', 2.77), ('9', 2.54), ('8', 2.06), ('7', 1.82)]","[('pit', 1.68), ('ias', 1.54), ('igny', 0.58), ('▁Gabriel', 0.42), ('eten', 0.42), ('▁dess', 0.37), ('ko', 0.34), ('▁pushed', 0.34), ('њи', 0.33), ('alin', 0.3)]","[('1', 60.83), ('2', 20.99), ('3', 3.62), ('0', 2.65), ('4', 2.28), ('5', 1.96), ('6', 1.71), ('9', 1.29), ('7', 1.29), ('8', 0.44)]"
