layer17,"[('rii', 1), ('bst', 0), ('rev', 0), ('Dre', 0), ('Rev', 0), ('rev', 0), ('£', 0), ('uche', 0), ('reserved', 0), ('icha', 0)]","[('coli', 28), ('answer', 5), ('answered', 1), ('Answer', 1), ('Maria', 1), ('Answer', 0), ('answers', 0), ('ا', 0), ('qu', 0), ('answer', 0)]","[('Ans', 7), ('iez', 1), ('schrift', 1), ('cted', 1), ('alse', 1), ('btn', 0), ('atabase', 0), ('zet', 0), ('upload', 0), ('vod', 0)]","[('coli', 8), ('answer', 3), ('Maria', 2), ('Answer', 2), ('answered', 2), ('unci', 1), ('Answer', 0), ('answers', 0), ('qu', 0), ('blank', 0)]"
layer18,"[('Sep', 33), ('·', 9), ('Jan', 4), ('Jun', 3), ('Jan', 2), ('Mar', 1), ('<s>', 1), ('Oct', 1), ('Jul', 1), ('jun', 0)]","[('answer', 4), ('coli', 4), ('Answer', 3), ('answered', 3), ('Answer', 2), ('answers', 2), ('Maria', 2), ('qu', 1), ('unci', 0), ('blank', 0)]","[('éri', 3), ('ks', 2), ('__.', 1), ('recursive', 1), ('ähr', 1), ('inverse', 1), ('gang', 0), ('nev', 0), ('ться', 0), ('None', 0)]","[('coli', 10), ('answer', 2), ('Maria', 2), ('Answer', 1), ('answered', 1), ('Answer', 0), ('unci', 0), ('answers', 0), ('éri', 0), ('ا', 0)]"
layer19,"[('Which', 99), ('which', 0), ('which', 0), ('quale', 0), ('laquelle', 0), ('Wh', 0), ('cuales', 0), ('lequel', 0), ('которых', 0), ('яких', 0)]","[('Which', 13), ('coli', 9), ('answer', 3), ('which', 1), ('Answer', 1), ('answers', 1), ('Maria', 1), ('Answer', 1), ('answered', 0), ('penas', 0)]","[('correct', 15), ('right', 12), ('wrong', 2), ('hi', 1), ('DI', 0), ('Right', 0), ('ropri', 0), ('proper', 0), ('appropriate', 0), ('Correct', 0)]","[('Which', 14), ('answer', 4), ('coli', 3), ('which', 2), ('Answer', 1), ('Answer', 1), ('Maria', 1), ('utes', 1), ('answers', 1), ('answered', 1)]"
layer20,"[('per', 99), ('Per', 0), ('per', 0), ('Per', 0), ('review', 0), ('review', 0), ('correct', 0), ('Review', 0), ('correct', 0), ('Correct', 0)]","[('Which', 13), ('answer', 8), ('Answer', 2), ('Answer', 2), ('which', 2), ('answers', 2), ('coli', 2), ('answered', 1), ('utes', 1), ('Maria', 1)]","[('laces', 3), ('puis', 2), ('Buffered', 1), ('azu', 1), ('ĕ', 0), ('Buffer', 0), ('atre', 0), ('Buffer', 0), ('ivos', 0), ('aur', 0)]","[('Which', 9), ('answer', 5), ('coli', 4), ('utes', 1), ('answers', 1), ('which', 1), ('Answer', 1), ('answered', 1), ('qu', 1), ('Answer', 1)]"
layer21,"[('Character', 47), ('character', 21), ('characteristic', 16), ('Character', 8), ('character', 2), ('characteristics', 0), ('Econom', 0), ('Indust', 0), ('charact', 0), ('economic', 0)]","[('answer', 14), ('Which', 6), ('answers', 4), ('Answer', 3), ('Answer', 3), ('coli', 2), ('answered', 2), ('utes', 1), ('answer', 1), ('qu', 1)]","[('￼', 1), ('►', 0), ('________', 0), ('shift', 0), ('azine', 0), ('odon', 0), ('entes', 0), ('❯', 0), ('про', 0), ('omas', 0)]","[('Which', 7), ('coli', 3), ('answer', 2), ('utes', 1), ('›', 1), ('qu', 1), ('Answer', 1), ('which', 0), ('Answer', 0), ('ا', 0)]"
layer22,"[('question', 62), ('competition', 10), ('Question', 7), ('Question', 6), ('Compet', 5), ('compet', 2), ('question', 2), ('Re', 0), ('competed', 0), ('questions', 0)]","[('Which', 7), ('answer', 3), ('coli', 2), ('Answer', 1), ('question', 1), ('Answer', 1), ('which', 0), ('qu', 0), ('ا', 0), ('Question', 0)]","[('quelle', 2), ('illé', 1), ('incie', 1), ('ordin', 1), ('cerem', 1), ('ltre', 0), ('Wass', 0), ('☺', 0), ('Ē', 0), ('óp', 0)]","[('Which', 11), ('answer', 3), ('coli', 2), ('which', 2), ('qu', 1), ('penas', 1), ('question', 0), ('Answer', 0), ('Answer', 0), ('›', 0)]"
layer23,"[('&=\\', 26), ('Author', 4), ('Author', 2), ('ouw', 2), ('Tags', 1), ('author', 1), ('author', 1), ('erk', 0), ('Autor', 0), ('post', 0)]","[('Which', 9), ('coli', 3), ('answer', 2), ('which', 1), ('qu', 1), ('penas', 1), ('›', 0), ('Answer', 0), ('question', 0), ('Answer', 0)]","[('koz', 17), ('zvuky', 4), ('Sep', 3), ('Oct', 3), ('bezeichneter', 2), ('gabe', 2), ('rör', 2), ('Oct', 1), ('isher', 1), ('Kontrola', 1)]","[('Which', 5), ('coli', 4), ('qu', 3), ('answer', 3), ('which', 1), ('Answer', 1), ('penas', 0), ('Answer', 0), ('utes', 0), ('question', 0)]"
layer24,"[('Review', 99), ('review', 0), ('review', 0), ('reviews', 0), ('Re', 0), ('Re', 0), ('Compet', 0), ('Rev', 0), ('competition', 0), ('Per', 0)]","[('Review', 14), ('review', 9), ('Which', 3), ('answer', 2), ('reviews', 2), ('Re', 2), ('compet', 1), ('qu', 1), ('coli', 1), ('Answer', 1)]","[('ǒ', 2), ('fah', 1), ('adora', 0), ('fik', 0), ('discipline', 0), ('derr', 0), ('och', 0), ('perties', 0), ('❯', 0), ('Conf', 0)]","[('Review', 8), ('review', 6), ('Which', 5), ('answer', 2), ('Re', 2), ('coli', 1), ('reviews', 1), ('compet', 1), ('Re', 1), ('Answer', 1)]"
layer25,"[('\n', 99), ('</s>', 0), ('Which', 0), ('https', 0), ('Pad', 0), ('ioso', 0), ('which', 0), ('esto', 0), ('answer', 0), ('III', 0)]","[('Which', 11), ('answer', 5), ('Review', 4), ('review', 4), ('Re', 1), ('which', 1), ('Answer', 1), ('compet', 1), ('Question', 1), ('Answer', 1)]","[('merk', 3), ('ļ', 1), ('emas', 1), ('zien', 0), ('eken', 0), ('ingers', 0), ('chin', 0), ('stelling', 0), ('E', 0), ('ņ', 0)]","[('Review', 7), ('review', 5), ('Which', 5), ('answer', 4), ('coli', 2), ('Re', 2), ('compet', 1), ('Answer', 1), ('Question', 1), ('Answer', 1)]"
layer26,"[('perfectly', 73), ('perfect', 26), ('market', 0), ('firm', 0), ('fir', 0), ('fir', 0), ('Fir', 0), ('Market', 0), ('industry', 0), ('market', 0)]","[('Review', 4), ('answer', 4), ('review', 3), ('Which', 3), ('coli', 2), ('Re', 1), ('compet', 1), ('perfectly', 0), ('Re', 0), ('correct', 0)]","[('#', 3), ('`#', 2), ('Gros', 2), ('ג', 2), ('idenote', 0), ('demand', 0), ('anten', 0), (':#', 0), ('gros', 0), ('asking', 0)]","[('Review', 3), ('answer', 3), ('review', 3), ('Which', 2), ('coli', 1), ('compet', 1), ('Re', 1), ('perfectly', 1), ('Re', 1), ('Per', 0)]"
layer27,"[('Which', 64), ('which', 3), ('\n', 2), ('which', 2), (',\r', 1), ('laquelle', 0), (""'$"", 0), ('}}%', 0), ('None', 0), ('&=\\', 0)]","[('Which', 9), ('answer', 2), ('Review', 2), ('review', 2), ('compet', 1), ('coli', 1), ('which', 1), ('Re', 1), ('perfectly', 0), ('Wh', 0)]","[('Cor', 42), ('Cor', 11), ('Re', 9), ('Re', 2), ('cor', 2), ('chap', 0), ('cor', 0), ('RE', 0), ('Mark', 0), ('eca', 0)]","[('Which', 7), ('Re', 4), ('answer', 2), ('Re', 2), ('coli', 2), ('which', 2), ('compet', 1), ('perfectly', 1), ('which', 1), ('Wh', 0)]"
layer28,"[('Free', 68), ('Free', 4), ('Answer', 3), ('Compet', 3), ('Question', 0), ('Answer', 0), ('answer', 0), ('Academia', 0), ('answers', 0), ('A', 0)]","[('Which', 11), ('answer', 5), ('Re', 3), ('compet', 2), ('coli', 2), ('Re', 1), ('question', 1), ('Review', 1), ('which', 1), ('Answer', 1)]","[('comp', 36), ('Comp', 3), ('options', 3), ('Option', 3), ('–', 2), ('Options', 2), ('D', 1), ('option', 1), ('comp', 1), ('S', 0)]","[('Which', 10), ('Re', 7), ('answer', 5), ('Re', 2), ('compet', 2), ('which', 2), ('coli', 2), ('Answer', 1), ('question', 1), ('Review', 1)]"
layer29,"[('which', 94), ('Which', 5), ('which', 0), ('laquelle', 0), ('cui', 0), ('quale', 0), ('które', 0), ('-', 0), ('cuales', 0), ('кото', 0)]","[('Which', 54), ('which', 19), ('Re', 3), ('which', 3), ('Re', 2), ('answer', 0), ('Review', 0), ('compet', 0), ('Wh', 0), ('coli', 0)]","[('Wh', 69), ('que', 20), ('qual', 5), ('wh', 0), ('wh', 0), ('Whit', 0), ('Wh', 0), ('qu', 0), ('s', 0), ('-', 0)]","[('Wh', 25), ('Re', 19), ('Which', 8), ('Re', 6), ('which', 4), ('A', 2), ('which', 1), ('Review', 1), ('answer', 1), ('Per', 0)]"
layer30,"[('________', 9), ('Which', 3), ('_', 3), ('____', 2), ('خ', 2), ('What', 2), ('unden', 1), ('________________', 1), ('keyword', 1), ('Supp', 1)]","[('Wh', 31), ('Which', 16), ('Re', 13), ('A', 3), ('Re', 2), ('which', 2), ('which', 1), ('Review', 0), ('The', 0), ('answer', 0)]","[('1', 13), ('E', 6), ('.', 6), ('""', 4), ('[', 4), ('2', 4), (',', 3), ('(', 3), ('B', 3), ('is', 3)]","[('Wh', 33), ('Re', 23), ('A', 14), ('The', 3), ('Ch', 1), ('Which', 1), ('Per', 1), ('What', 0), ('1', 0), ('(', 0)]"
layer31,"[('-', 77), ('\n', 20), ('–', 0), ('...', 0), ('2', 0), ('1', 0), ('...', 0), ('', 0), ('0', 0), ('..', 0)]","[('Wh', 28), ('Re', 20), ('A', 16), ('The', 4), ('Per', 1), ('1', 1), ('Ch', 1), ('\n', 1), ('(', 1), ('Which', 1)]","[('Question', 0), ('Character', 0), ('Answer', 0), ('Job', 0), ('Introduction', 0), ('Definition', 0), ('Author', 0), ('Excel', 0), ('Subject', 0), ('Fact', 0)]","[('Re', 9), ('Wh', 6), ('A', 6), ('The', 5), ('Question', 3), ('1', 2), ('Per', 2), ('Answer', 2), ('What', 1), ('Ch', 1)]"
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('<s>', 1), ('ímp', 1), ('trightarrow', 1), ('Ḩ', 1), ('월', 1), ('férences', 1), ('пута', 1), ('Хронологија', 0), ('penas', 0), ('瀬', 0)]","[('ímp', 1), ('férences', 1), ('Ḩ', 1), ('<s>', 1), ('trightarrow', 1), ('월', 0), ('瀬', 0), ('пута', 0), ('sime', 0), ('ategory', 0)]","[('<s>', 10), ('guez', 2), ('férences', 1), ('archivi', 1), ('씨', 1), ('кипеди', 0), ('瀬', 0), ('пута', 0), ('omsnitt', 0), ('culo', 0)]","[('<s>', 5), ('férences', 2), ('瀬', 1), ('ímp', 1), ('пута', 1), ('trightarrow', 1), ('archivi', 0), ('penas', 0), ('gesamt', 0), ('씨', 0)]"
layer1,"[('refer', 0), ('éo', 0), ('campe', 0), ('gouvern', 0), ('références', 0), ('ë', 0), ('progetti', 0), ('ľ', 0), ('gin', 0), ('perf', 0)]","[('<s>', 24), ('ategory', 1), ('penas', 1), ('월', 0), ('férences', 0), ('arget', 0), ('𝓝', 0), ('archivi', 0), ('ǫ', 0), ('瀬', 0)]","[('ovis', 1), ('aris', 1), ('penas', 1), ('Dy', 1), ('cas', 0), ('anim', 0), ('Bibliografía', 0), ('guez', 0), ('threads', 0), ('abei', 0)]","[('<s>', 18), ('penas', 5), ('ategory', 3), ('guez', 0), ('anim', 0), ('Außer', 0), ('ultimo', 0), ('𝓝', 0), ('entferne', 0), ('prüng', 0)]"
layer2,"[('asp', 2), ('ufen', 1), ('guer', 1), ('方', 0), ('ederb', 0), ('estaven', 0), ('éo', 0), ('ью', 0), ('bru', 0), ('administ', 0)]","[('<s>', 10), ('penas', 6), ('guez', 1), ('ategory', 1), ('entferne', 0), ('atform', 0), ('estaven', 0), ('prüfe', 0), ('tout', 0), ('Außer', 0)]","[('tap', 2), ('by', 1), ('om', 1), ('anter', 0), ('fr', 0), ('d', 0), ('pin', 0), ('ure', 0), ('Fr', 0), ('oms', 0)]","[('penas', 4), ('estaven', 1), ('guez', 0), ('ategory', 0), ('ederb', 0), ('anim', 0), ('tout', 0), ('ialog', 0), ('entferne', 0), ('<s>', 0)]"
layer3,"[('Av', 0), ('numer', 0), ('olare', 0), ('Pick', 0), ('Autow', 0), ('plements', 0), ('armed', 0), ('Außer', 0), ('or', 0), ('Jenkins', 0)]","[('penas', 2), ('estaven', 1), ('Außer', 0), ('guez', 0), ('Gemeins', 0), ('atform', 0), ('ederb', 0), ('adém', 0), ('nim', 0), ('tout', 0)]","[('Архівовано', 1), ('♯', 1), ('parenthes', 0), ('rou', 0), ('apk', 0), ('inale', 0), ('hein', 0), (')--(', 0), ('patch', 0), ('=""@+', 0)]","[('penas', 3), ('tout', 0), ('ظ', 0), ('entferne', 0), ('geh', 0), ('Außer', 0), ('anim', 0), ('nim', 0), ('nou', 0), ('jourd', 0)]"
layer4,"[('Duc', 1), ('fte', 0), ('Beau', 0), ('ksam', 0), ('jours', 0), (""''"", 0), ('ユ', 0), ('сь', 0), ('士', 0), ('구', 0)]","[('Beau', 0), ('Kin', 0), ('penas', 0), ('tout', 0), ('nou', 0), ('ultimo', 0), ('kter', 0), ('éricaine', 0), ('fres', 0), ('Eing', 0)]","[('ument', 0), ('紀', 0), ('revers', 0), ('LOB', 0), ('tent', 0), ('land', 0), ('premier', 0), ('meck', 0), ('abs', 0), ('exclus', 0)]","[('LOB', 1), ('lob', 0), ('tout', 0), ('ظ', 0), ('iennes', 0), ('imas', 0), ('fra', 0), ('anter', 0), ('fres', 0), ('Kin', 0)]"
layer5,"[('Storia', 0), ('dbo', 0), ('Mosk', 0), ('sterreich', 0), ('einges', 0), ('GND', 0), ('ulo', 0), ('czerw', 0), ('Kap', 0), ('Ej', 0)]","[('tout', 2), ('Bedeut', 1), ('Kin', 0), ('LOB', 0), ('penas', 0), ('forth', 0), ('ого', 0), ('jourd', 0), ('tap', 0), ('metros', 0)]","[('ft', 3), ('Magn', 1), ('raph', 0), ('bek', 0), ('laravel', 0), ('root', 0), ('horn', 0), ('FT', 0), ('kin', 0), ('aben', 0)]","[('Bedeut', 3), ('Kin', 2), ('tap', 1), ('Einzeln', 1), ('penas', 0), ('bek', 0), ('Beau', 0), ('nim', 0), ('deg', 0), ('Jahrh', 0)]"
layer6,"[('IIS', 1), ('esterni', 1), ('oll', 0), ('agn', 0), ('cita', 0), ('<s>', 0), ('agan', 0), ('om', 0), ('aman', 0), ('wed', 0)]","[('Bedeut', 4), ('Kin', 2), ('Einzeln', 1), ('atabase', 1), ('Jahrh', 0), ('bru', 0), ('nim', 0), ('Magn', 0), ('bek', 0), ('deg', 0)]","[('acional', 1), ('Jakob', 1), ('othèque', 1), ('нец', 0), ('cola', 0), ('WID', 0), ('otti', 0), ('ˆ', 0), ('краї', 0), ('etro', 0)]","[('penas', 9), ('Bedeut', 3), ('Einzeln', 3), ('jourd', 0), ('tables', 0), ('odb', 0), ('ago', 0), ('hover', 0), ('atabase', 0), ('rola', 0)]"
layer7,"[('nyelven', 4), ('Gra', 1), ('äs', 1), ('fahren', 0), ('ilus', 0), ('TAC', 0), ('añ', 0), ('clés', 0), ('lad', 0), ('acy', 0)]","[('penas', 7), ('ago', 4), ('Bedeut', 1), ('jourd', 0), ('Einzeln', 0), ('esterni', 0), ('TAC', 0), ('rola', 0), ('cdn', 0), ('otta', 0)]","[('forg', 1), ('ith', 1), ('ordo', 1), ('yi', 1), ('hen', 1), ('igt', 1), ('LOW', 0), ('Boy', 0), ('dimen', 0), ('次', 0)]","[('jourd', 4), ('Einzeln', 3), ('otta', 2), ('jak', 1), ('rola', 1), ('Font', 1), ('font', 1), ('prüfe', 1), ('nou', 0), ('ट', 0)]"
layer8,"[('Bes', 2), ('Ġ', 1), ('➖', 1), ('�', 0), ('emo', 0), ('pan', 0), ('【', 0), ('recording', 0), ('rito', 0), ('Cov', 0)]","[('Einzeln', 3), ('ago', 1), ('font', 1), ('otta', 1), ('прис', 1), ('olit', 0), ('esterni', 0), ('jourd', 0), ('ट', 0), ('rola', 0)]","[('inden', 1), ('iros', 1), ('tro', 0), ('comuna', 0), ('ungen', 0), ('affen', 0), ('Станов', 0), ('PY', 0), ('deprecated', 0), ('治', 0)]","[('Einzeln', 3), ('ago', 1), ('otta', 0), ('font', 0), ('sub', 0), ('oll', 0), ('onen', 0), ('Hinweis', 0), ('olit', 0), ('efe', 0)]"
layer9,"[('eil', 1), ('jú', 1), ('enberg', 1), ('asp', 0), ('kop', 0), ('fatt', 0), ('cut', 0), ('wr', 0), ('inea', 0), ('dorf', 0)]","[('Einzeln', 6), ('xa', 0), ('esterni', 0), ('ago', 0), ('Magn', 0), ('Freder', 0), ('olit', 0), ('nou', 0), ('су', 0), ('ups', 0)]","[('asto', 1), ('cra', 0), ('lau', 0), ('Cha', 0), ('Mess', 0), ('externe', 0), ('Nr', 0), ('Schmidt', 0), ('Henry', 0), ('gz', 0)]","[('hen', 1), ('nou', 0), ('atform', 0), ('pairs', 0), ('esterni', 0), ('oll', 0), ('oman', 0), ('mir', 0), ('Einzeln', 0), ('ответ', 0)]"
layer10,"[('ikan', 6), ('Хронологија', 1), ('Schaus', 1), ('noreferrer', 1), ('Bedeut', 0), ('Ses', 0), ('totalité', 0), ('ionario', 0), ('esterni', 0), ('Bildern', 0)]","[('esterni', 4), ('Einzeln', 2), ('hen', 0), ('ago', 0), ('Hinweis', 0), ('Jahrh', 0), ('Weltkrie', 0), ('gef', 0), ('Rap', 0), ('Хронологија', 0)]","[('GB', 1), ('gar', 1), ('er', 1), ('⅓', 1), ('v', 0), ('gb', 0), ('ill', 0), ('sp', 0), ('ً', 0), ('mem', 0)]","[('esterni', 1), ('Rap', 1), ('nou', 0), ('Weltkrie', 0), ('nit', 0), ('Einzeln', 0), ('ups', 0), ('olit', 0), ('touch', 0), ('rapid', 0)]"
layer11,"[('Unterscheidung', 5), ('imo', 2), ('...]', 1), ('zek', 1), ('central', 0), ('vole', 0), ('GN', 0), ('ɾ', 0), ('SR', 0), ('](/', 0)]","[('Weltkrie', 1), ('esterni', 1), ('Hinweis', 0), ('Einzeln', 0), ('ख', 0), ('ups', 0), ('Bedeut', 0), ('ответ', 0), ('Rap', 0), ('Generated', 0)]","[('dust', 1), ('enen', 0), ('⊙', 0), ('ingår', 0), ('↳', 0), ('cyk', 0), ('<s>', 0), ('affen', 0), ('ederb', 0), ('Einzelnach', 0)]","[('<s>', 6), ('esterni', 2), ('Хронологија', 1), ('bru', 1), ('Hinweis', 0), ('Weltkrie', 0), ('Rap', 0), ('answered', 0), ('Einzeln', 0), ('�', 0)]"
layer12,"[('anton', 1), ('bank', 0), ('chant', 0), ('kilomet', 0), ('bank', 0), ('quez', 0), ('Julius', 0), ('rait', 0), ('lex', 0), ('kens', 0)]","[('<s>', 11), ('esterni', 2), ('Hinweis', 0), ('Weltkrie', 0), ('answered', 0), ('Хронологија', 0), ('bru', 0), ('bek', 0), ('coli', 0), ('gan', 0)]","[('dut', 3), ('úblic', 1), ('ź', 0), ('ty', 0), ('ië', 0), ('ione', 0), ('Ty', 0), ('partiellement', 0), ('хо', 0), ('ieck', 0)]","[('<s>', 12), ('esterni', 2), ('Hinweis', 1), ('Weltkrie', 1), ('coli', 0), ('guez', 0), ('answered', 0), ('Answer', 0), ('gan', 0), ('jak', 0)]"
layer13,"[('cloudflare', 1), ('esen', 0), ('epen', 0), ('CE', 0), ('Studien', 0), ('uso', 0), ('eters', 0), ('Bab', 0), ('burg', 0), ('vice', 0)]","[('<s>', 7), ('Hinweis', 1), ('esterni', 1), ('符', 1), ('coli', 0), ('Answer', 0), ('Weltkrie', 0), ('yk', 0), ('ж', 0), (']=""', 0)]","[('either', 1), ('wig', 1), ('draw', 1), ('swe', 1), ('Bei', 1), ('pto', 0), ('quin', 0), ('anja', 0), ('Sky', 0), ('ind', 0)]","[('<s>', 2), ('answered', 2), ('Answer', 1), ('answer', 1), ('read', 0), ('esterni', 0), ('coli', 0), ('Answer', 0), ('{""', 0), ('partiellement', 0)]"
layer14,"[('✅', 1), ('zn', 0), ('Bbb', 0), ('ison', 0), ('otal', 0), ('erni', 0), ('peri', 0), ('mare', 0), ('ién', 0), ('measure', 0)]","[('answer', 5), ('answered', 4), ('Answer', 2), ('esterni', 1), ('<s>', 1), ('answer', 1), ('Answer', 1), ('{""', 1), ('read', 0), ('qu', 0)]","[('Champ', 2), ('pt', 1), ('Bul', 1), ('berger', 1), ('ci', 0), ('astro', 0), ('ab', 0), ('usa', 0), ('Mel', 0), ('::', 0)]","[('answer', 4), ('{""', 4), ('answered', 2), ('Answer', 1), ('answer', 0), ('Answer', 0), ('qu', 0), ('̂', 0), ('toe', 0), ('àn', 0)]"
layer15,"[('Answer', 11), ('answer', 8), ('answers', 6), ('answered', 2), ('questions', 1), ('QUEST', 1), ('DEX', 1), ('umerate', 1), ('Question', 1), ('swers', 0)]","[('answer', 21), ('answered', 10), ('Answer', 4), ('Answer', 3), ('{""', 2), ('answer', 2), ('answers', 1), ('qu', 0), ('answering', 0), ('Maria', 0)]","[('Baker', 2), ('antage', 2), ('wohl', 1), ('со', 0), ('verg', 0), ('azi', 0), ('views', 0), ('Bian', 0), ('nim', 0), ('ž', 0)]","[('{""', 12), ('answered', 10), ('answer', 7), ('Answer', 4), ('answer', 3), ('Answer', 3), ('Maria', 1), ('answers', 0), ('""', 0), ('answering', 0)]"
layer16,"[('Hinweis', 1), ('Re', 1), ('rear', 1), ('Rey', 1), ('рай', 0), ('Spo', 0), ('Raymond', 0), ('Rico', 0), ('▼', 0), ('voy', 0)]","[('answer', 13), ('Answer', 11), ('answered', 11), ('Answer', 7), ('answer', 3), ('{""', 3), ('Maria', 2), ('answers', 1), ('qu', 1), ('answering', 0)]","[('which', 75), ('which', 11), ('Which', 6), ('cuales', 0), ('blank', 0), ('которых', 0), ('laquelle', 0), ('которой', 0), ('cui', 0), ('quale', 0)]","[('answer', 36), ('answered', 21), ('Answer', 5), ('Answer', 5), ('answer', 4), ('Maria', 1), ('answers', 0), ('{""', 0), ('answering', 0), ('ô', 0)]"
layer17,"[('conditional', 1), ('tests', 1), ('mai', 0), ('дат', 0), ('icha', 0), ('cond', 0), ('å', 0), ('waste', 0), ('bah', 0), ('weg', 0)]","[('answer', 34), ('answered', 22), ('Answer', 4), ('answer', 4), ('Answer', 4), ('Maria', 2), ('answers', 1), ('answering', 0), ('ô', 0), ('{""', 0)]","[('exam', 2), ('prü', 1), ('candidates', 1), ('Hint', 0), ('候', 0), ('candidate', 0), ('чем', 0), ('flash', 0), ('ball', 0), ('tegr', 0)]","[('answer', 39), ('answered', 16), ('Answer', 7), ('answer', 6), ('Answer', 4), ('Maria', 2), ('answers', 1), ('answering', 0), ('Which', 0), ('mark', 0)]"
layer18,"[('Sep', 26), ('Jun', 4), ('·', 3), ('¶', 1), ('nbsp', 1), ('❯', 1), ('↵', 0), ('▸', 0), ('Jan', 0), ('Oct', 0)]","[('answer', 30), ('answered', 19), ('Answer', 7), ('answer', 7), ('Answer', 3), ('Maria', 2), ('answers', 2), ('Which', 0), ('{""', 0), ('answering', 0)]","[('ks', 3), ('altra', 0), ('gest', 0), ('«', 0), ('Col', 0), ('CN', 0), ('представ', 0), ('de', 0), ('ত', 0), ('dzie', 0)]","[('answer', 29), ('answered', 16), ('answer', 14), ('Answer', 3), ('answers', 2), ('Answer', 2), ('Maria', 1), ('penas', 1), ('{""', 0), ('answering', 0)]"
layer19,"[('Which', 98), ('which', 1), ('which', 0), ('cuales', 0), ('quale', 0), ('laquelle', 0), ('lequel', 0), ('Wh', 0), ('яких', 0), ('которых', 0)]","[('Which', 54), ('answer', 12), ('answer', 5), ('answered', 4), ('which', 3), ('which', 1), ('Answer', 1), ('answers', 1), ('Answer', 0), ('penas', 0)]","[('correct', 33), ('right', 13), ('right', 1), ('Duration', 1), ('wrong', 1), ('aben', 1), ('option', 1), ('correctly', 0), ('correct', 0), ('incorrect', 0)]","[('Which', 45), ('answer', 15), ('answer', 7), ('answered', 3), ('which', 3), ('Answer', 1), ('which', 1), ('penas', 1), ('answers', 0), ('wrong', 0)]"
layer20,"[('review', 89), ('review', 8), ('Review', 1), ('reviews', 0), ('rev', 0), ('rev', 0), ('recens', 0), ('check', 0), ('Re', 0), ('reu', 0)]","[('Which', 35), ('answer', 25), ('answer', 7), ('answered', 4), ('which', 2), ('Answer', 2), ('penas', 1), ('answers', 0), ('which', 0), ('Answer', 0)]","[('horn', 1), ('rv', 0), ('ved', 0), ('лович', 0), ('MR', 0), ('MR', 0), ('ante', 0), ('curves', 0), ('vek', 0), ('wicklung', 0)]","[('Which', 30), ('answer', 16), ('answer', 7), ('answered', 4), ('penas', 4), ('which', 2), ('{""', 1), ('answers', 1), ('which', 1), ('wrong', 0)]"
layer21,"[('Indust', 16), ('element', 16), ('indust', 8), ('Elements', 8), ('Element', 5), ('industry', 5), ('Answer', 4), ('Element', 3), ('Answer', 3), ('element', 2)]","[('answer', 31), ('Which', 15), ('answer', 13), ('answered', 8), ('penas', 3), ('Answer', 2), ('answers', 2), ('Answer', 1), ('which', 0), ('answering', 0)]","[('थ', 1), ('cí', 0), ('esia', 0), ('oem', 0), ('weis', 0), ('ächst', 0), ('Wieder', 0), ('datab', 0), ('pad', 0), ('ouc', 0)]","[('Which', 26), ('penas', 4), ('answer', 3), ('which', 2), ('answer', 2), ('which', 1), ('Wh', 1), ('{""', 1), ('answered', 1), ('quelle', 1)]"
layer22,"[('question', 85), ('Question', 7), ('question', 3), ('Question', 2), ('Re', 0), ('questions', 0), ('questions', 0), ('QUEST', 0), ('Re', 0), ('re', 0)]","[('Which', 23), ('answer', 4), ('penas', 3), ('answer', 3), ('question', 2), ('Question', 2), ('which', 2), ('which', 1), ('answered', 1), ('Wh', 1)]","[('which', 81), ('which', 4), ('Which', 0), ('edes', 0), ('hire', 0), ('ответ', 0), ('któ', 0), ('kem', 0), ('olis', 0), ('mely', 0)]","[('Which', 44), ('which', 10), ('which', 4), ('penas', 4), ('answer', 1), ('Wh', 1), ('answer', 1), ('question', 1), ('Question', 0), ('quelle', 0)]"
layer23,"[('Author', 12), ('Author', 6), ('author', 4), ('SK', 2), ('post', 1), ('ouw', 1), ('author', 1), ('fen', 1), ('autor', 0), ('authorization', 0)]","[('Which', 32), ('which', 7), ('penas', 6), ('which', 3), ('answer', 1), ('Wh', 1), ('answer', 1), ('Question', 0), ('question', 0), ('Home', 0)]","[('brie', 8), ('TB', 1), ('ei', 1), ('leben', 1), ('OT', 0), ('asks', 0), ('refix', 0), ('consulté', 0), ('gate', 0), ('koz', 0)]","[('Which', 17), ('penas', 7), ('which', 4), ('answer', 2), ('which', 2), ('answer', 2), ('Wh', 2), ('quelle', 1), ('Question', 0), ('answered', 0)]"
layer24,"[('Review', 99), ('review', 0), ('review', 0), ('reviews', 0), ('Re', 0), ('Re', 0), ('Rev', 0), ('recens', 0), ('recom', 0), ('Ре', 0)]","[('Review', 78), ('review', 16), ('Re', 1), ('review', 1), ('Re', 0), ('Which', 0), ('reviews', 0), ('which', 0), ('Wh', 0), ('penas', 0)]","[('fik', 4), ('док', 4), ('aa', 3), ('px', 1), ('(?', 1), ('ѐ', 0), ('disse', 0), ('clou', 0), ('май', 0), ('icos', 0)]","[('Review', 73), ('review', 17), ('Re', 2), ('review', 1), ('Which', 0), ('Re', 0), ('reviews', 0), ('which', 0), ('penas', 0), ('Wh', 0)]"
